Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,Price
2004,129000,0,1,1,10.5,2835,107.2,6,3.45
2014,40000,0,0,1,17.11,1968,174.33,5,22.5
2006,150000,1,1,1,12.4,1998,132,8,4.5
2007,140000,1,1,1,15.26,1150,74.9,5,0.9
2006,63181,1,1,1,15.3,1341,83,5,1.85
2013,39575,0,1,1,25.8,1498,98.6,5,3.25
2014,70374,0,1,1,22.7,1498,89.84,5,7.34
2015,26256,0,1,1,20.14,1498,88.5,5,4.25
2016,13460,1,1,1,18.6,1197,81.86,5,6.45
2011,122000,0,1,0,12.8,2494,102,8,10.75
2015,58589,0,0,1,15.26,2143,203.2,5,27.75
2005,115000,1,1,0,17.3,1061,64,5,0.99
2016,75000,0,0,1,12.62,2198,158,7,24
2016,30292,1,1,1,18.6,1197,81.86,5,6.1
2017,32248,1,1,1,17.5,1199,88.7,5,8.25
2013,74000,1,1,1,16.47,1198,73.9,5,4.65
2014,56100,1,1,1,13.7,1997,153.86,5,9.75
2014,61325,1,1,1,18.9,1197,81.86,5,4.4
2014,33000,1,1,1,19.1,1197,85.8,5,3.99
2016,18090,0,0,1,16.2,2993,258,5,45.73
2014,71390,0,1,1,22.7,1498,89.84,5,5.27
2014,41000,1,1,1,26.2,998,58.2,5,3.5
2016,67000,0,1,1,26,1498,98.6,5,7.25
2008,99000,0,1,0,17,1405,70,5,1.6
2014,142000,0,1,0,19.01,1461,108.45,5,6
2010,26966,1,1,1,20.36,1197,78.9,5,3
2015,27628,1,1,1,18.7,1199,88.7,5,4.95
2016,82497,0,1,1,23.65,1248,88.5,5,8.99
2007,86000,1,1,0,11.9,2354,144,5,1.85
2016,26981,1,1,1,16.47,1198,73.9,5,6.16
2010,110471,0,1,1,21.1,1248,73.9,5,3.5
2014,69000,1,1,1,19.5,1199,88.76,5,4.5
2017,12000,1,1,1,18.6,1197,81.83,5,7.75
2014,77500,0,1,1,20.45,1461,83.8,5,6.6
2014,48031,1,1,1,18.9,1197,82,5,4.98
2008,170000,0,0,0,16.07,1995,181,5,9.75
2014,69565,0,1,1,22.7,1498,89.84,5,5.55
2016,45492,0,0,1,21.5,1498,108.5,5,10.3
2011,85000,1,0,0,11.7,2354,177.6,5,7.5
2008,55902,1,1,1,14.49,1399,92.7,5,1.8
2017,18500,1,1,1,16.2,1199,74,5,6.25
2015,129750,0,1,0,14.95,2489,93.7,7,6.8
2009,50902,1,0,1,19.2,1197,80,5,3
2015,84725,0,1,1,15.1,2179,140,7,11.6
2013,40000,0,1,0,22.7,1582,126.24,5,6.95
2010,60000,1,1,0,14.3,1798,160,5,3.5
2014,33496,1,1,1,18.9,1197,81.86,5,5.5
2015,25000,1,1,1,18.6,1197,81.83,5,5.65
2013,71000,0,1,1,18.2,1248,73.8,8,3.25
2015,20826,1,0,1,14.3,1598,103.6,5,7.72
2016,42244,0,1,1,19.67,1582,126.2,5,12
2013,98598,0,1,1,25.44,936,57.6,5,1.55
2011,62100,0,1,1,11.5,2982,171,7,10.75
2016,44238,1,1,1,18.6,1197,81.83,5,6.72
2012,91743,0,0,1,12.07,2967,241.4,7,28.55
2013,19828,0,0,0,17.85,2967,300,4,75
2016,36891,1,1,1,17.8,1497,117.3,5,10.49
2012,90049,0,1,1,17.21,1493,100,7,3.8
2012,74002,0,0,1,16.55,1968,140,5,18.5
2013,41000,1,0,1,12.37,2359,198.25,5,6
2012,83678,0,1,1,22.32,1582,126.32,5,5.5
2010,91000,1,1,1,18.9,998,67.1,5,2.3
2016,50000,0,1,1,24.52,1248,88.5,7,8.7
2015,58000,0,1,1,24.4,1120,71.01,5,4.95
2012,80000,0,1,1,22.9,1248,74,5,4.25
2017,41290,0,1,0,16,2179,140,7,10.94
2013,65000,0,0,1,22.48,1995,190,5,21.26
2016,16471,1,1,0,14.28,1798,138.03,5,11.5
2015,54339,0,1,0,22.54,1396,88.73,5,6
2016,24025,1,1,1,18.15,1198,82,6,4.1
2013,24027,1,1,1,24.7,796,47.3,5,2.01
2010,59270,1,1,1,15.7,1172,67,5,2.6
2012,40000,1,1,1,18.9,998,67.1,5,2.35
2012,155566,0,1,0,9.5,2835,118.6,6,9.15
2013,42320,1,1,1,19.4,1198,86.8,5,2.9
2017,24153,0,1,0,22.54,1396,88.73,5,9.18
2016,27000,1,0,1,13,1591,121.3,5,11.45
2012,92000,1,1,0,26.83,796,38.4,5,2.1
2017,61795,1,1,1,17.8,1198,86.7,5,5.53
2016,13500,1,1,1,18.15,1198,82,6,3.75
2018,4500,1,0,1,18,1497,117.3,5,12.5
2017,23000,0,0,1,16,2179,140,7,15.5
2013,80578,0,0,0,14.84,2143,170,5,14.5
2017,42646,0,0,1,19.6,1461,108.45,5,12.46
2014,30000,1,1,0,16.47,1198,74,5,5.25
2009,98000,0,0,0,13.5,2987,282,5,25
2012,50000,0,0,1,12.9,2993,271.23,4,45
2015,63310,0,1,1,28.4,1248,74,5,5.1
2014,66000,0,1,1,25.8,1498,98.6,5,3.5
2011,74000,0,0,0,16.07,1995,181,5,12.5
2012,93000,0,1,1,23.5,1396,88.7,5,5.55
2015,70000,0,0,1,11.5,2982,169,7,19.48
2012,48772,1,1,1,18.6,1197,85.8,5,3.91
2010,66000,1,1,1,18.6,1199,79.4,5,2.19
2017,27417,1,0,1,18.9,1197,82,5,6.89
2011,51593,1,1,0,15.6,1196,70,5,3.47
2010,75000,1,1,1,16.1,1298,88.2,5,2.85
2016,39237,0,0,1,17.11,1968,174.33,5,25.64
2018,11966,1,1,1,16.8,1497,116.3,5,10.28
2015,37000,1,1,1,18.2,1199,88.7,5,6.3
2014,70920,0,1,1,20.14,1498,88.8,5,4.75
2013,65280,0,1,1,19.87,1461,83.14,5,5.8
2016,62000,0,0,1,12.51,2179,187.7,7,44.5
2014,44525,1,1,1,18.5,1197,82.9,5,4.65
2009,86863,1,1,1,17,1497,118,5,3.6
2015,102626,0,1,1,16,2179,140,7,12.25
2017,45000,0,1,1,16.3,1956,170,5,20
2017,22000,0,1,1,16,2179,140,7,16
2011,108905,0,0,0,11.79,2179,120,8,6.21
2016,12800,1,1,1,19.44,1198,67,7,3.25
2016,32000,0,1,1,15.4,2179,120,7,9.75
2014,39000,1,0,1,15.5,1198,86.7,5,4.45
2017,42000,0,1,1,25.6,1498,98.6,5,12
2008,73000,1,1,1,14.4,1396,65,5,0.8
2018,48000,0,1,1,24,1186,73.97,5,5.95
2015,18000,1,1,1,33.44,796,40.3,4,3
2014,19000,1,1,1,17.43,1396,105.5,5,5.25
2019,33598,0,1,1,13.68,2393,147.8,7,22.2
2012,63000,0,0,1,17.05,1995,184,5,13.5
2015,48000,0,0,1,16.96,1968,138.03,5,13.5
2014,66000,0,1,1,20,1399,68.05,5,3.47
2013,80000,0,0,0,11.18,2696,184,7,9.5
2011,37000,1,1,1,15.04,1598,103.6,5,4.8
2016,35058,1,1,1,15,1598,103.52,5,6.54
2012,52000,1,1,1,16.47,1198,73.9,5,3.1
2015,61313,0,1,1,23.65,1248,88.5,5,7.99
2009,45000,1,1,0,14.53,1798,138.1,5,3.3
2015,74000,0,1,1,20.77,1248,88.8,7,8.75
2013,89000,1,0,1,19.2,1197,80,5,4.19
2019,13414,0,0,1,17.9,2143,136,5,30.77
2006,95000,1,1,0,16.9,1497,100,5,2.11
2018,15900,1,1,1,18.15,1198,82,6,6.25
2011,151000,0,1,1,11.5,2982,171,7,11.4
2011,65000,1,1,1,17,1497,118,5,5.2
2017,36824,0,0,1,18.53,1968,187.74,5,39.84
2013,65287,0,1,1,20,1399,68.05,5,4.45
2014,52000,0,0,1,17.9,2143,136,5,19.5
2007,33000,1,1,1,15.26,1150,74.9,5,1.75
2016,71000,0,1,1,25.83,1498,99,5,5.1
2013,71000,0,0,1,22.7,1582,126.2,5,6.8
2016,20000,1,0,1,21.4,1197,83.1,5,5.74
2010,71000,1,1,1,16.1,1197,85,5,3.3
2010,29000,0,0,1,9.9,3498,271.72,4,32
2016,27000,0,0,1,21.76,1995,190,5,35
2017,19000,0,0,1,28.4,1248,73.75,5,8.9
2011,58000,1,1,0,17.01,1591,121.3,5,4
2018,42203,0,1,1,17.1,1956,170,5,19.46
2009,94000,0,0,1,11.4,1991,142,5,5.25
2013,52000,1,1,0,15.1,1196,73,5,2.6
2018,4900,0,1,1,21.5,1497,108.5,5,9.22
2013,70000,1,1,1,21.1,814,55.2,5,1.8
2015,65266,0,0,1,14.69,2993,258,5,31.75
2014,54569,0,1,1,20.77,1248,88.76,7,5.99
2015,51361,1,1,1,18,1198,86.7,5,4.94
2007,125000,1,1,0,16.6,1388,68,5,1.5
2008,66000,1,1,0,13.5,1799,130,5,3.25
2007,65047,1,1,1,17.3,1061,57.5,5,1.95
2014,22281,0,1,1,20.77,1248,88.8,7,6.5
2013,63210,0,1,1,24,1120,70,5,3.71
2018,31000,1,1,1,20.14,1197,81.86,5,5
2008,60000,1,1,1,19.81,1086,68.05,5,1.99
2017,32006,1,1,1,18,1198,86.7,5,4.25
2009,78000,0,0,1,12.4,2698,179.5,5,8
2011,9489,1,1,1,20.36,1197,78.9,5,2.95
2018,5000,1,1,1,25.17,799,53.3,5,3.5
2012,60000,0,0,0,15.2,1968,140.8,5,16
2015,50000,1,1,1,22.74,796,47.3,5,2.75
2015,53000,1,1,1,17.8,1497,117.3,5,6.95
2011,64000,1,0,0,11.74,1796,186,5,12.5
2017,43827,0,0,1,13.22,2967,241.4,5,36.83
2011,36431,1,1,1,16.2,1199,74,5,2.7
2017,35000,0,1,1,21.38,1396,88.7,5,9.9
2011,94832,1,1,1,17,1497,118,5,3.83
2012,88381,1,1,1,17,1497,118,5,5.25
2016,45194,0,1,1,22.7,1598,118,5,7.75
2010,66000,1,1,0,16.51,1586,103.2,5,2.46
2014,38578,0,1,1,23.4,1248,74,5,3.96
2015,40000,0,1,1,20.77,1248,88.8,7,8.25
2018,20632,1,1,1,18.6,1197,81.83,5,7.58
2014,73042,0,1,1,24,1120,70,5,3.99
2014,54257,1,1,1,17.4,1497,117.3,5,6.25
2013,93000,0,1,1,20.5,1598,103.5,5,5
2005,102000,0,0,0,11,2987,198.5,5,4.65
2016,28881,0,0,1,13.01,2199,194.3,7,21.37
2007,52195,1,1,1,19.7,796,46.3,5,1.75
2018,20422,0,1,1,12.4,2499,134,5,16.09
2012,38000,0,1,1,24.8,1396,88.7,5,4.1
2015,92885,0,1,1,20,1399,68,5,3.56
2010,43000,1,1,0,17,1497,118,5,4.21
2015,57000,0,1,1,23.9,1582,126.2,5,6.6
2018,32434,1,0,1,13,1591,121.3,5,14.35
2017,32000,0,1,1,22.7,1498,89.84,5,9.5
2011,59000,0,0,1,11.2,2993,241,4,21.9
2016,76467,0,0,1,18.12,1995,190,5,30.45
2016,100000,0,1,1,25.83,1498,99,5,5.1
2013,37086,1,0,1,17,1591,121.3,5,5.44
2010,135000,0,1,1,13.8,1399,68,5,1.6
2014,54862,0,0,1,17.68,1968,174.33,5,16.67
2012,56200,1,0,1,15,1396,98.6,5,3.85
2011,169006,0,1,1,14.24,2755,174.5,7,10.64
2016,20229,1,1,1,25.17,799,53.3,5,3.5
2008,62000,1,1,0,18,995,62,5,1.1
2011,51500,1,1,0,16.2,1599,103.2,5,2.6
2012,69000,0,0,1,18.88,1995,184,5,18.5
2015,62476,0,1,1,26.59,1248,74,5,7.95
2017,60500,0,1,1,25.4,1186,73.97,5,5.49
2017,17978,1,0,1,19,1199,88.7,5,6.95
2008,300000,0,1,1,17,1405,70,5,1
2013,123000,0,1,0,17.8,1399,67,5,4.45
2016,45296,0,1,1,25.1,1248,88.5,5,6.99
2008,77325,1,1,1,15.6,1586,104.68,5,3.51
2018,25858,1,0,1,21.4,1197,83.1,5,7.54
2016,120000,0,1,1,23.2,1248,73.94,5,3.65
2016,22000,0,0,1,19.5,1582,126.24,5,16
2012,11000,1,1,1,16.2,995,62.1,5,1.4
2017,3900,1,1,1,18.6,1197,81.83,5,6.45
2016,106092,0,1,1,24.4,1120,71,5,4.4
2015,27000,1,0,1,19,1199,88.7,5,5.95
2013,11000,1,1,1,19.4,1198,86.8,5,3.9
2016,39753,0,0,1,13,2143,201.1,5,35.28
2017,39800,0,1,1,17.6,2179,153.86,7,14.25
2017,73000,0,1,1,24.4,1120,71,5,4.5
2015,55000,0,1,1,22.7,1498,89.84,5,7.5
2017,18351,1,0,1,21.9,624,37.48,4,3.41
2013,45000,1,1,0,19.4,1198,86.8,5,3.25
2016,112200,0,1,1,24.52,1248,88.5,7,8.3
2010,29000,1,1,1,20.36,1197,78.9,5,3.45
2015,53392,0,1,1,16,2179,140,7,11.95
2010,71000,0,1,1,20.54,1598,103.6,5,4.25
2014,93000,0,1,1,14,2179,138.1,7,8.25
2010,119000,1,1,1,10.2,2354,180,5,5.95
2016,42225,1,1,1,15.1,1196,73,7,4.3
2012,65000,0,1,1,22.9,1248,74,5,3.9
2016,27809,1,0,1,21.4,1197,83.1,5,6.41
2015,65100,0,1,1,15.1,2179,140,7,8.36
2014,51000,1,1,1,19.1,1197,82,5,3.85
2017,10000,0,0,1,19.27,2143,167.62,5,36
2011,54895,1,1,1,13.14,1798,160,5,7.5
2015,80768,0,1,1,20.14,1498,88.73,5,5.7
2019,12076,1,1,1,20.89,1197,81.8,5,5.5
2016,49000,0,1,1,25.2,1248,74,5,5.9
2015,42366,1,1,1,17.8,1497,117.3,5,7.75
2010,68000,0,0,1,11.5,2993,235,5,18
2008,122397,0,1,1,17.5,1896,106,5,4.4
2017,50534,1,0,1,17.21,1197,103.5,5,8.27
2014,55300,0,1,1,19.87,1461,83.8,5,4.75
2008,73095,1,0,1,16.8,1497,118,5,3.8
2011,51100,0,1,1,20.54,1598,103.6,5,3.4
2016,13436,1,1,0,18.9,1197,82,5,4.7
2008,76000,1,1,0,16.6,1388,68,5,1.49
2016,63141,0,1,0,24.4,1120,71,5,4.5
2014,74885,0,1,1,25.8,1498,98.6,5,5.4
2016,14000,1,0,1,18,1497,117.3,5,11.5
2012,56000,0,1,0,20.4,1461,108.5,5,3.5
2010,46000,0,0,1,22.48,1995,190,5,16.5
2012,51800,1,1,1,15.5,1586,103.3,5,3.9
2007,81000,1,0,1,16.4,1497,78,5,3.25
2018,17370,1,1,1,17,1198,73.75,5,5.84
2016,18456,1,1,1,17,1198,73.75,5,5.75
2010,59000,0,0,1,16.55,1968,140,5,10
2006,141537,1,1,0,18.9,998,67.1,5,1.05
2013,51000,0,0,1,19.08,1582,126.32,5,5.64
2019,29311,0,0,1,17.9,2143,170,5,50.97
2016,31000,0,0,1,21.76,1995,190,5,29.95
2014,80000,0,1,0,24.2,1498,98.6,7,4.85
2016,33000,0,0,1,17.01,1582,126.2,5,14.5
2011,71556,1,1,1,17,1497,118,5,5.5
2011,85000,0,1,1,17.8,1399,68,5,3.2
2016,91000,0,1,1,26.59,1248,74,5,4.5
2015,73187,0,0,1,13,2143,204,5,30.72
2009,232000,0,1,1,11.5,1991,147.9,7,3.5
2007,127079,0,1,1,12.8,2494,102,7,6.99
2014,58816,0,1,1,17.21,1493,100,7,3.45
2015,63818,1,1,1,17.4,1497,117.3,5,6.57
2014,40000,0,0,1,17.11,1968,174.33,5,17.5
2013,77445,0,1,1,22.07,1199,73.9,5,3.75
2017,14000,1,0,1,14.8,1497,121.36,5,9.99
2012,85122,0,1,1,12.99,2494,100,7,8.2
2005,123000,1,1,0,13,1493,100,5,1.1
2015,61000,1,1,1,22.1,1586,85.7,5,3.89
2015,63714,1,1,1,24.7,796,47.3,5,2.45
2009,53000,0,0,1,8.7,2987,224.34,5,13.75
2017,60000,0,1,1,26.59,1248,74,5,3
2017,33000,0,1,1,24.3,1248,88.5,5,9.25
2013,31000,0,0,1,13.2,2400,215,5,17.65
2014,79000,0,0,1,12.55,2982,168.5,7,18.25
2013,67914,0,1,1,23,1396,90,5,3.45
2015,58970,0,0,1,17.11,1968,174.33,5,23.75
2013,60000,0,1,0,19.64,1461,108.5,5,5.45
2017,35225,1,0,1,23.1,998,67.04,5,5.25
2012,62282,1,0,1,16.95,1197,78.9,5,2.9
2010,80000,0,0,1,22.69,1995,190,5,14.2
2018,43698,1,1,1,18.9,1197,82,5,5.8
2017,28052,1,0,1,18.9,1197,82,5,7.22
2016,29091,1,1,1,18.9,1197,81.86,5,4.87
2013,63000,1,1,1,16.47,1198,74,5,3.3
2007,91000,1,1,0,17.7,1497,78,5,3
2014,30000,0,0,1,17.9,2143,136,5,26
2017,24571,1,1,1,14,796,35,5,2.9
2014,45000,1,0,1,15.74,1591,121.3,5,7.5
2015,24617,1,1,1,22.74,796,47.3,5,2.36
2017,26927,0,1,1,24.3,1248,88.5,5,11.39
2013,87736,0,1,1,15.1,2179,140,7,7.02
2016,35299,0,1,1,24.3,1248,88.5,5,8
2017,51612,1,1,1,18.6,1197,81.83,5,7.11
1998,55300,0,0,1,10,1796,157.7,5,3.9
2009,65090,1,1,1,19.7,796,46.3,5,2.15
2013,40000,1,1,1,18,1198,86.7,5,3.25
2015,38467,0,0,1,12.65,2993,255,5,70.66
2013,71904,0,1,1,24,1120,70,5,4.61
2008,87000,1,1,1,13.5,1799,130,5,2.35
2014,33000,0,1,0,24,1120,70,5,4.05
2009,22100,1,1,0,16.1,796,37,4,0.8
2014,59589,0,1,1,23.59,1364,67.1,5,5.6
2015,44000,0,1,1,22.54,1396,88.73,5,5.35
2017,12000,1,1,1,24.07,998,67.1,5,3.25
2012,66000,0,0,0,17.05,1995,184,5,11.5
2016,38009,1,0,1,23.1,998,67.04,5,4.25
2009,35000,1,0,0,13.7,1798,157.75,5,4.45
2009,70000,0,1,1,14,2498,112,7,2.85
2014,86000,0,1,1,15.1,2179,140,7,7.85
2016,32000,1,1,1,19.1,1197,85.8,5,5.3
2017,15000,1,1,1,18.88,999,123.24,5,8
2014,69918,0,1,1,21.43,1364,87.2,5,9.43
2012,39000,1,1,1,18.5,1197,80,5,2.75
2018,1011,0,1,1,20.37,1461,108.45,5,13.5
2009,85000,0,0,1,11,2987,198.5,5,9.99
2017,46663,1,1,1,21.1,998,100,5,6.95
2015,27000,1,0,1,17.97,1498,99.6,5,6.75
2015,15000,1,0,1,18.9,1197,82,5,5.5
2018,10575,1,1,1,21.56,1462,103.25,5,9.18
2014,12500,1,1,1,19.1,1197,82,5,4.15
2012,52000,0,1,1,22.32,1582,126.32,5,6.5
2015,49818,1,1,1,21.5,1197,81.8,5,4.11
2008,90000,0,1,0,16.8,1493,110,5,2.25
2015,52207,1,1,1,17.71,1197,78.9,5,4.56
2013,167362,0,1,1,11.68,2498,112,7,4
2015,49894,0,1,1,23.59,1364,67.06,5,5.27
2019,13024,0,1,1,18.06,2523,63,7,9.11
2010,128000,0,1,0,14.42,1995,147.6,5,6.2
2017,26023,0,0,1,11.36,2755,171.5,7,19.97
2016,42784,0,1,1,21.38,1396,88.7,5,10.17
2014,115000,0,1,1,28.4,1248,74,5,4.5
2019,30529,0,1,1,23.9,1582,126.2,5,14.28
2012,14814,1,1,0,19.7,796,46.3,5,2.47
2016,58000,0,1,1,23.65,1248,88.5,5,7.9
2011,68128,1,1,1,21.1,814,55.2,5,2.3
2013,63220,1,1,1,13.24,1598,102.5,5,6.5
2016,30000,1,1,1,21.1,814,55.2,5,3.25
2017,27768,0,1,1,20.65,1248,88.7,5,5.85
2014,53000,0,0,0,14.21,2143,203,5,29
2014,87652,0,0,0,14.16,1968,174.3,5,25.71
2008,94873,1,1,0,15.3,1596,101,5,1.85
2015,56000,0,0,1,18.88,1995,184,5,22.75
2018,18678,1,1,1,21.1,998,100,5,8.32
2014,30000,0,0,1,14.21,2143,203,5,26
2013,59000,1,1,1,20.36,1197,78.9,5,3.45
2017,13000,1,1,1,18.9,1197,82,5,5.15
2014,74325,1,1,1,19.4,1198,86.8,5,3.51
2015,45000,0,1,1,21.9,1396,88.76,5,3.45
2013,57000,1,1,1,16.47,1198,73.9,5,3.75
2001,125943,1,1,0,13,1493,100,5,1.45
2008,80000,0,1,1,18.7,1896,66,5,2.2
2010,154000,0,1,1,13.1,2499,141,7,7.99
2013,62000,0,1,0,18.3,1991,147.9,5,6.75
2014,45000,0,1,1,24.2,1498,98.6,7,5
2012,105000,0,1,0,20.77,1248,88.76,7,5.9
2013,26000,1,1,1,18.9,1197,82,5,3.75
2014,30900,0,0,1,14.74,2993,270.9,5,29.5
2014,48000,1,1,1,18,1198,86.7,5,4.75
2011,112719,0,0,1,12.4,2698,179.5,5,11.5
2017,5000,1,1,1,18.6,1197,81.83,5,6.95
2016,16000,1,1,1,17,1198,73.75,5,5.4
2011,63000,1,0,1,13.4,1997,135.1,5,4.75
2011,28300,1,1,1,24.07,998,67.1,5,2.15
2005,49000,1,1,1,19.7,796,46.3,5,0.9
2016,12501,1,1,1,20.51,998,67.04,5,3.5
2016,56628,0,1,1,20.4,1248,92,5,5.85
2010,105000,0,1,1,19.3,1248,73.9,5,3.15
2016,52126,0,1,1,21.64,1461,84.8,5,6
2010,38000,1,1,1,18.5,1197,80,5,2.23
2016,50000,1,1,1,19.1,1197,82,5,2.5
2015,50230,1,1,1,18.9,998,67.1,5,3.87
2014,31000,0,1,1,15.1,2179,140,7,9.5
2014,79000,0,0,1,12.55,2982,168.5,7,17.75
2012,130000,0,1,1,19.64,1461,108.45,5,3.75
2010,115000,1,1,0,17.92,1086,62.1,5,1.5
2013,41500,1,1,0,17.01,1591,121.3,5,5
2014,54385,0,0,0,15.06,1995,177,5,17
2011,56361,1,0,1,12.9,1799,130,5,4.38
2018,22000,1,0,1,15.26,1798,187.74,5,41.5
2017,8000,1,1,1,20.51,998,67.04,5,3
2018,28741,0,1,1,24.3,1248,88.5,5,11
2012,117236,0,0,0,11.8,2720,190,7,14
2016,30500,0,0,1,26.59,1248,74,5,7.65
2018,5000,1,1,1,17,1591,121.3,5,8.7
2016,42000,0,1,1,25.47,1248,88.5,7,9.9
2010,32773,1,1,1,13.2,1495,94,5,2.05
2016,19008,1,1,1,17,1197,80,5,5.25
2012,32542,1,1,1,17,1591,121.3,5,5.77
2010,94753,1,1,1,19.7,796,46.3,5,1.95
2011,70000,0,1,0,12.05,2179,120,8,7.45
2012,68347,1,1,1,18.9,998,67.1,5,2.6
2011,72000,1,1,0,17,1197,80,5,3.25
2010,75014,0,1,1,21.1,1248,73.9,5,3.85
2013,65000,0,0,0,13.73,1995,148,5,7.5
2012,55598,0,0,1,22.69,1995,190,5,11.5
2013,50000,1,1,1,19.4,1198,86.8,5,3.25
2003,44200,1,1,0,11.7,1997,134,5,1.5
2014,65000,0,1,1,19.3,1248,73.9,5,5.31
2013,49000,0,1,1,16,2179,140,7,9
2016,7200,1,1,1,19.81,1086,68.05,5,3.59
2016,43152,1,1,1,20.73,1373,91.1,5,7.35
2013,112000,0,1,1,12.8,2494,102,8,12
2017,23540,1,1,1,18.9,1197,82,5,6.02
2008,82160,0,1,1,16.52,1991,123.7,5,2.57
2013,57000,0,1,1,12.83,2696,162,7,12.45
2015,39335,0,1,1,15.1,2179,140,7,12.63
2014,62000,1,1,0,17.4,1497,117.3,5,7.75
2014,60000,0,1,1,22.7,1498,89.84,5,5.5
2015,35000,1,1,1,18.6,1197,81.83,5,4.43
2016,32345,0,0,1,17.9,2143,136,5,24.51
2014,47000,1,1,1,22,814,55,5,2.65
2012,65537,1,1,0,33.44,796,40.3,4,2.1
2011,36000,1,1,1,17.6,1496,88.7,5,3.2
2016,75000,0,1,1,23.4,1248,74,5,4.25
2008,38000,1,1,1,19.7,796,46.3,5,1.1
2015,57818,1,1,1,23.1,998,67.04,5,4.3
2015,45000,0,1,1,22.7,1498,89.84,5,8.9
2015,75055,0,1,1,19.01,1461,108.5,5,6.5
2009,65462,1,0,0,11.1,2354,142,5,3.5
2008,76206,0,1,1,17.8,1248,75,5,4.25
2018,25948,0,0,1,16,2179,140,7,16.46
2016,28500,1,1,1,18.7,1199,88.7,5,5.95
2015,28004,1,1,1,17.8,1497,117.3,5,7.1
2011,25000,1,1,0,15.7,1172,67,5,1.25
2013,82543,1,1,1,16.02,1373,93.7,7,5.5
2013,30000,1,1,1,18.44,1198,75,5,3.25
2010,27800,1,1,1,17,1497,118,5,5
2016,33415,1,1,1,16.78,1496,88.73,5,6.58
2013,38000,0,0,1,18.88,1995,184,5,19.5
2017,41981,1,1,1,18.7,1199,88.7,5,6.14
2013,77084,0,1,1,28.4,1248,73.75,5,4.95
2013,71803,0,1,1,20.5,1598,103.5,5,5.75
2013,73314,0,1,1,15.1,2179,140,7,6.6
2015,69053,1,0,1,18.9,1197,82,5,5.72
2009,79782,1,1,0,17,1497,118,5,2.6
2010,250000,0,1,0,12.8,2494,102,7,6.5
2011,90000,0,1,0,15.1,2179,140,7,6.1
2010,130000,0,1,1,19.3,1248,73.9,5,3.85
2013,65000,1,1,0,15.04,1598,103.6,5,4.5
2013,76000,0,0,0,16.55,1968,147.51,5,18.25
2012,28002,1,1,1,16.02,1373,93.7,7,5.75
2010,63000,1,1,0,14.53,1798,138,5,3.35
2010,70000,1,1,0,16.1,796,37,4,0.9
2011,66276,1,1,1,17,1497,118,5,5.5
2014,45000,1,1,1,19.1,1197,85.8,5,3.99
2014,67000,1,0,1,19.16,2494,158.2,5,18.75
2014,43068,0,1,1,24,1120,70,5,3.5
2016,40000,0,0,1,11.36,2755,171.5,8,16.45
2011,50436,1,1,1,20.36,1197,78.9,5,3.65
2014,21000,1,0,1,18.9,1197,82,5,5.4
2018,2000,0,1,1,27.39,1248,74,5,8.7
2016,14500,1,0,1,14.67,1798,177.46,5,20.75
2010,68782,0,0,1,14.84,2143,170,5,12.5
2011,35888,0,1,1,21.1,1248,73.9,5,1.89
2015,168205,0,1,1,23.4,1248,74,5,4
2012,47000,1,1,1,14.8,1799,130.2,5,3.95
2015,93700,0,1,1,24.52,1248,88.5,7,7.85
2014,45000,0,1,1,22.7,1582,126.24,5,7
2016,55547,0,0,1,12.55,2982,168.5,7,24.99
2013,69000,1,0,1,17.21,1197,103.6,5,4.5
2005,88000,0,1,0,18.7,1896,66,5,1.25
2014,32400,0,1,1,20.14,1498,88.8,5,3.95
2012,79000,1,1,0,17.92,1086,62.1,5,1.6
2004,110000,1,1,1,13.2,1495,94,5,0.6
2014,45407,1,1,0,21.1,814,55.2,5,3.39
2011,136490,0,1,1,12.8,2494,102,7,9.8
2017,19000,0,1,1,26.8,1248,74,5,5.91
2017,19416,1,1,1,21.56,1462,103.25,5,8.25
2012,15500,1,1,1,17.5,1298,85.8,5,3.75
2017,12538,1,0,1,18,1497,117.3,5,12.5
2015,44328,1,1,1,19.4,1198,86.8,5,3.8
2014,63000,0,1,1,23.59,1364,67.04,5,4.35
2015,100000,0,0,1,13.5,2400,215,5,32.5
2015,103000,1,1,1,15.64,1193,64.08,5,3
2016,50296,0,0,0,11.36,2755,171.5,7,19
2013,95500,0,1,1,20.54,1598,103.6,5,5
2014,72100,0,1,1,22.7,1498,89.84,5,5.45
2010,19119,1,1,1,18.9,998,67.1,5,2.7
2006,30000,1,1,1,13,2987,210,5,10.75
2015,75600,0,1,1,20.14,1498,88.8,5,5.8
2007,137000,1,1,0,15.3,1193,65.3,5,0.95
2002,53500,1,1,0,16.1,796,37,4,0.63
2018,26101,0,1,1,17.1,1956,170,5,17.55
2016,7000,1,1,1,24.07,998,67.1,5,3
2013,50000,0,0,1,19.3,1968,141,5,15
2016,30000,0,1,1,26.59,1248,74,5,6
2016,38151,0,1,1,28.09,1248,88.5,5,7.65
2009,116000,0,1,0,15.8,2148,170,5,8.5
2013,22000,0,1,1,20,1399,68,5,2.25
2010,60000,1,0,0,14.53,1798,138.1,5,4.65
2016,38000,0,1,1,22.7,1598,118,5,7.85
2011,51928,1,1,1,15.6,1196,70,5,3.46
